V_DS	Id(M1)
Step Information: V_GS=0  (Step: 1/41)
1.800000000000000e+00	3.064965e-08
2.000000000000000e+00	3.064985e-08
2.200000000000000e+00	3.065005e-08
2.400000000000000e+00	3.065025e-08
2.600000000000000e+00	3.065045e-08
2.800000000000000e+00	3.065065e-08
3.000000000000000e+00	3.065085e-08
3.200000000000000e+00	3.065105e-08
3.400000000000000e+00	3.065125e-08
3.600000000000000e+00	3.065145e-08
3.800000000000000e+00	3.065165e-08
4.000000000000000e+00	3.065185e-08
4.200000000000000e+00	3.065205e-08
4.400000000000000e+00	3.065225e-08
4.600000000000001e+00	3.065245e-08
4.800000000000001e+00	3.065265e-08
5.000000000000000e+00	3.065285e-08
5.200000000000000e+00	3.065305e-08
5.400000000000000e+00	3.065325e-08
5.600000000000001e+00	3.065345e-08
5.800000000000001e+00	3.065365e-08
6.000000000000000e+00	3.065385e-08
6.200000000000000e+00	3.065405e-08
6.400000000000000e+00	3.065425e-08
6.600000000000001e+00	3.065445e-08
6.800000000000001e+00	3.065465e-08
7.000000000000000e+00	3.065485e-08
7.200000000000000e+00	3.065505e-08
7.400000000000000e+00	3.065525e-08
7.600000000000001e+00	3.065545e-08
7.800000000000001e+00	3.065565e-08
8.000000000000000e+00	3.065585e-08
8.200000000000001e+00	3.065605e-08
8.400000000000000e+00	3.065625e-08
8.600000000000000e+00	3.065645e-08
8.800000000000001e+00	3.065665e-08
9.000000000000000e+00	3.065685e-08
9.200000000000001e+00	3.065705e-08
9.400000000000000e+00	3.065725e-08
9.600000000000001e+00	3.065745e-08
9.800000000000001e+00	3.065765e-08
1.000000000000000e+01	3.065785e-08
Step Information: V_GS=1.2  (Step: 7/41)
0.000000000000000e+00	-1.527339e-28
2.000000000000000e-01	1.647006e-06
4.000000000000000e-01	1.647006e-06
6.000000000000001e-01	1.647006e-06
8.000000000000000e-01	1.647006e-06
1.000000000000000e+00	1.647006e-06
1.200000000000000e+00	1.647007e-06
1.400000000000000e+00	1.647007e-06
1.600000000000000e+00	1.647007e-06
1.800000000000000e+00	1.647007e-06
2.000000000000000e+00	1.647007e-06
2.200000000000000e+00	1.647008e-06
2.400000000000000e+00	1.647008e-06
2.600000000000000e+00	1.647008e-06
2.800000000000000e+00	1.647008e-06
3.000000000000000e+00	1.647008e-06
3.200000000000000e+00	1.647009e-06
3.400000000000000e+00	1.647009e-06
3.600000000000000e+00	1.647009e-06
3.800000000000000e+00	1.647009e-06
4.000000000000000e+00	1.647009e-06
4.200000000000000e+00	1.647010e-06
4.400000000000000e+00	1.647010e-06
4.600000000000001e+00	1.647010e-06
4.800000000000001e+00	1.647010e-06
5.000000000000000e+00	1.647010e-06
5.200000000000000e+00	1.647011e-06
5.400000000000000e+00	1.647011e-06
5.600000000000001e+00	1.647011e-06
5.800000000000001e+00	1.647011e-06
6.000000000000000e+00	1.647011e-06
6.200000000000000e+00	1.647012e-06
6.400000000000000e+00	1.647012e-06
6.600000000000001e+00	1.647012e-06
6.800000000000001e+00	1.647012e-06
7.000000000000000e+00	1.647012e-06
7.200000000000000e+00	1.647013e-06
7.400000000000000e+00	1.647013e-06
7.600000000000001e+00	1.647013e-06
7.800000000000001e+00	1.647013e-06
8.000000000000000e+00	1.647013e-06
8.200000000000001e+00	1.647014e-06
8.400000000000000e+00	1.647014e-06
8.600000000000000e+00	1.647014e-06
8.800000000000001e+00	1.647014e-06
9.000000000000000e+00	1.647014e-06
9.200000000000001e+00	1.647015e-06
9.400000000000000e+00	1.647015e-06
9.600000000000001e+00	1.647015e-06
9.800000000000001e+00	1.647015e-06
1.000000000000000e+01	1.647015e-06
Step Information: V_GS=1.4  (Step: 8/41)
0.000000000000000e+00	-1.527339e-28
2.000000000000000e-01	8.033511e-05
4.000000000000000e-01	8.033511e-05
6.000000000000001e-01	8.033511e-05
8.000000000000000e-01	8.033511e-05
1.000000000000000e+00	8.033511e-05
1.200000000000000e+00	8.033511e-05
1.400000000000000e+00	8.033511e-05
1.600000000000000e+00	8.033511e-05
1.800000000000000e+00	8.033511e-05
2.000000000000000e+00	8.033511e-05
2.200000000000000e+00	8.033511e-05
2.400000000000000e+00	8.033511e-05
2.600000000000000e+00	8.033511e-05
2.800000000000000e+00	8.033511e-05
3.000000000000000e+00	8.033511e-05
3.200000000000000e+00	8.033511e-05
3.400000000000000e+00	8.033511e-05
3.600000000000000e+00	8.033511e-05
3.800000000000000e+00	8.033511e-05
4.000000000000000e+00	8.033511e-05
4.200000000000000e+00	8.033511e-05
4.400000000000000e+00	8.033511e-05
4.600000000000001e+00	8.033511e-05
4.800000000000001e+00	8.033511e-05
5.000000000000000e+00	8.033511e-05
5.200000000000000e+00	8.033511e-05
5.400000000000000e+00	8.033511e-05
5.600000000000001e+00	8.033511e-05
5.800000000000001e+00	8.033511e-05
6.000000000000000e+00	8.033511e-05
6.200000000000000e+00	8.033511e-05
6.400000000000000e+00	8.033511e-05
6.600000000000001e+00	8.033511e-05
6.800000000000001e+00	8.033511e-05
7.000000000000000e+00	8.033511e-05
7.200000000000000e+00	8.033511e-05
7.400000000000000e+00	8.033511e-05
7.600000000000001e+00	8.033511e-05
7.800000000000001e+00	8.033511e-05
8.000000000000000e+00	8.033511e-05
8.200000000000001e+00	8.033511e-05
8.400000000000000e+00	8.033511e-05
8.600000000000000e+00	8.033511e-05
8.800000000000001e+00	8.033511e-05
9.000000000000000e+00	8.033511e-05
9.200000000000001e+00	8.033511e-05
9.400000000000000e+00	8.033511e-05
9.600000000000001e+00	8.033511e-05
9.800000000000001e+00	8.033511e-05
1.000000000000000e+01	8.033511e-05
Step Information: V_GS=1.6  (Step: 9/41)
0.000000000000000e+00	-1.527339e-28
2.000000000000000e-01	2.264474e-03
4.000000000000000e-01	2.264474e-03
6.000000000000001e-01	2.264474e-03
8.000000000000000e-01	2.264474e-03
1.000000000000000e+00	2.264474e-03
1.200000000000000e+00	2.264474e-03
1.400000000000000e+00	2.264474e-03
1.600000000000000e+00	2.264474e-03
1.800000000000000e+00	2.264474e-03
2.000000000000000e+00	2.264474e-03
2.200000000000000e+00	2.264474e-03
2.400000000000000e+00	2.264474e-03
2.600000000000000e+00	2.264474e-03
2.800000000000000e+00	2.264474e-03
3.000000000000000e+00	2.264474e-03
3.200000000000000e+00	2.264474e-03
3.400000000000000e+00	2.264474e-03
3.600000000000000e+00	2.264474e-03
3.800000000000000e+00	2.264474e-03
4.000000000000000e+00	2.264474e-03
4.200000000000000e+00	2.264474e-03
4.400000000000000e+00	2.264474e-03
4.600000000000001e+00	2.264474e-03
4.800000000000001e+00	2.264474e-03
5.000000000000000e+00	2.264474e-03
5.200000000000000e+00	2.264474e-03
5.400000000000000e+00	2.264474e-03
5.600000000000001e+00	2.264474e-03
5.800000000000001e+00	2.264474e-03
6.000000000000000e+00	2.264474e-03
6.200000000000000e+00	2.264474e-03
6.400000000000000e+00	2.264474e-03
6.600000000000001e+00	2.264474e-03
6.800000000000001e+00	2.264474e-03
7.000000000000000e+00	2.264474e-03
7.200000000000000e+00	2.264474e-03
7.400000000000000e+00	2.264474e-03
7.600000000000001e+00	2.264474e-03
7.800000000000001e+00	2.264474e-03
8.000000000000000e+00	2.264474e-03
8.200000000000001e+00	2.264474e-03
8.400000000000000e+00	2.264474e-03
8.600000000000000e+00	2.264474e-03
8.800000000000001e+00	2.264474e-03
9.000000000000000e+00	2.264474e-03
9.200000000000001e+00	2.264474e-03
9.400000000000000e+00	2.264474e-03
9.600000000000001e+00	2.264474e-03
9.800000000000001e+00	2.264474e-03
1.000000000000000e+01	2.264474e-03
Step Information: V_GS=1.8  (Step: 10/41)
0.000000000000000e+00	-1.527339e-28
2.000000000000000e-01	1.608450e-02
4.000000000000000e-01	1.727172e-02
6.000000000000001e-01	1.727218e-02
8.000000000000000e-01	1.727170e-02
1.000000000000000e+00	1.727170e-02
1.200000000000000e+00	1.727170e-02
1.400000000000000e+00	1.727170e-02
1.600000000000000e+00	1.727170e-02
1.800000000000000e+00	1.727170e-02
2.000000000000000e+00	1.727170e-02
2.200000000000000e+00	1.727170e-02
2.400000000000000e+00	1.727170e-02
2.600000000000000e+00	1.727170e-02
2.800000000000000e+00	1.727170e-02
3.000000000000000e+00	1.727170e-02
3.200000000000000e+00	1.727170e-02
3.400000000000000e+00	1.727170e-02
3.600000000000000e+00	1.727170e-02
3.800000000000000e+00	1.727170e-02
4.000000000000000e+00	1.727170e-02
4.200000000000000e+00	1.727170e-02
4.400000000000000e+00	1.727170e-02
4.600000000000001e+00	1.727170e-02
4.800000000000001e+00	1.727170e-02
5.000000000000000e+00	1.727170e-02
5.200000000000000e+00	1.727170e-02
5.400000000000000e+00	1.727170e-02
5.600000000000001e+00	1.727170e-02
5.800000000000001e+00	1.727170e-02
6.000000000000000e+00	1.727170e-02
6.200000000000000e+00	1.727170e-02
6.400000000000000e+00	1.727170e-02
6.600000000000001e+00	1.727170e-02
6.800000000000001e+00	1.727170e-02
7.000000000000000e+00	1.727170e-02
7.200000000000000e+00	1.727170e-02
7.400000000000000e+00	1.727170e-02
7.600000000000001e+00	1.727170e-02
7.800000000000001e+00	1.727170e-02
8.000000000000000e+00	1.727170e-02
8.200000000000001e+00	1.727170e-02
8.400000000000000e+00	1.727170e-02
8.600000000000000e+00	1.727170e-02
8.800000000000001e+00	1.727170e-02
9.000000000000000e+00	1.727170e-02
9.200000000000001e+00	1.727170e-02
9.400000000000000e+00	1.727170e-02
9.600000000000001e+00	1.727170e-02
9.800000000000001e+00	1.727170e-02
1.000000000000000e+01	1.727170e-02
Step Information: V_GS=2  (Step: 11/41)
0.000000000000000e+00	-1.527339e-28
2.000000000000000e-01	2.696474e-02
4.000000000000000e-01	4.549009e-02
6.000000000000001e-01	4.962763e-02
8.000000000000000e-01	4.963789e-02
1.000000000000000e+00	4.962760e-02
1.200000000000000e+00	4.962759e-02
1.400000000000000e+00	4.962759e-02
1.600000000000000e+00	4.962759e-02
1.800000000000000e+00	4.962759e-02
2.000000000000000e+00	4.962759e-02
2.200000000000000e+00	4.962759e-02
2.400000000000000e+00	4.962759e-02
2.600000000000000e+00	4.962759e-02
2.800000000000000e+00	4.962759e-02
3.000000000000000e+00	4.962759e-02
3.200000000000000e+00	4.962759e-02
3.400000000000000e+00	4.962759e-02
3.600000000000000e+00	4.962759e-02
3.800000000000000e+00	4.962759e-02
4.000000000000000e+00	4.962759e-02
4.200000000000000e+00	4.962759e-02
4.400000000000000e+00	4.962759e-02
4.600000000000001e+00	4.962759e-02
4.800000000000001e+00	4.962759e-02
5.000000000000000e+00	4.962759e-02
5.200000000000000e+00	4.962759e-02
5.400000000000000e+00	4.962759e-02
5.600000000000001e+00	4.962759e-02
5.800000000000001e+00	4.962759e-02
6.000000000000000e+00	4.962759e-02
6.200000000000000e+00	4.962759e-02
6.400000000000000e+00	4.962759e-02
6.600000000000001e+00	4.962759e-02
6.800000000000001e+00	4.962759e-02
7.000000000000000e+00	4.962759e-02
7.200000000000000e+00	4.962759e-02
7.400000000000000e+00	4.962759e-02
7.600000000000001e+00	4.962759e-02
7.800000000000001e+00	4.962759e-02
8.000000000000000e+00	4.962759e-02
8.200000000000001e+00	4.962759e-02
8.400000000000000e+00	4.962759e-02
8.600000000000000e+00	4.962759e-02
8.800000000000001e+00	4.962759e-02
9.000000000000000e+00	4.962759e-02
9.200000000000001e+00	4.962759e-02
9.400000000000000e+00	4.962759e-02
9.600000000000001e+00	4.962759e-02
9.800000000000001e+00	4.962759e-02
1.000000000000000e+01	4.962759e-02
Step Information: V_GS=2.2  (Step: 12/41)
0.000000000000000e+00	-1.527339e-28
2.000000000000000e-01	3.246480e-02
4.000000000000000e-01	6.071215e-02
6.000000000000001e-01	8.251333e-02
8.000000000000000e-01	9.339008e-02
1.000000000000000e+00	9.364439e-02
1.200000000000000e+00	9.364439e-02
1.400000000000000e+00	9.364438e-02
1.600000000000000e+00	9.364438e-02
1.800000000000000e+00	9.364438e-02
2.000000000000000e+00	9.364438e-02
2.200000000000000e+00	9.364438e-02
2.400000000000000e+00	9.364438e-02
2.600000000000000e+00	9.364438e-02
2.800000000000000e+00	9.364438e-02
3.000000000000000e+00	9.364438e-02
3.200000000000000e+00	9.364438e-02
3.400000000000000e+00	9.364438e-02
3.600000000000000e+00	9.364438e-02
3.800000000000000e+00	9.364438e-02
4.000000000000000e+00	9.364438e-02
4.200000000000000e+00	9.364438e-02
4.400000000000000e+00	9.364438e-02
4.600000000000001e+00	9.364438e-02
4.800000000000001e+00	9.364438e-02
5.000000000000000e+00	9.364438e-02
5.200000000000000e+00	9.364438e-02
5.400000000000000e+00	9.364438e-02
5.600000000000001e+00	9.364438e-02
5.800000000000001e+00	9.364438e-02
6.000000000000000e+00	9.364438e-02
6.200000000000000e+00	9.364438e-02
6.400000000000000e+00	9.364438e-02
6.600000000000001e+00	9.364438e-02
6.800000000000001e+00	9.364438e-02
7.000000000000000e+00	9.364438e-02
7.200000000000000e+00	9.364438e-02
7.400000000000000e+00	9.364438e-02
7.600000000000001e+00	9.364438e-02
7.800000000000001e+00	9.364438e-02
8.000000000000000e+00	9.364438e-02
8.200000000000001e+00	9.364438e-02
8.400000000000000e+00	9.364438e-02
8.600000000000000e+00	9.364438e-02
8.800000000000001e+00	9.364438e-02
9.000000000000000e+00	9.364438e-02
9.200000000000001e+00	9.364438e-02
9.400000000000000e+00	9.364438e-02
9.600000000000001e+00	9.364438e-02
9.800000000000001e+00	9.364438e-02
1.000000000000000e+01	9.364438e-02
Step Information: V_GS=2.4  (Step: 13/41)
0.000000000000000e+00	-1.527339e-28
2.000000000000000e-01	3.566911e-02
4.000000000000000e-01	6.883030e-02
6.000000000000001e-01	9.855029e-02
8.000000000000000e-01	1.233090e-01
1.000000000000000e+00	1.404234e-01
1.200000000000000e+00	1.453844e-01
1.400000000000000e+00	1.452738e-01
1.600000000000000e+00	1.452573e-01
1.800000000000000e+00	1.452573e-01
2.000000000000000e+00	1.452573e-01
2.200000000000000e+00	1.452573e-01
2.400000000000000e+00	1.452573e-01
2.600000000000000e+00	1.452573e-01
2.800000000000000e+00	1.452573e-01
3.000000000000000e+00	1.452573e-01
3.200000000000000e+00	1.452573e-01
3.400000000000000e+00	1.452573e-01
3.600000000000000e+00	1.452573e-01
3.800000000000000e+00	1.452573e-01
4.000000000000000e+00	1.452573e-01
4.200000000000000e+00	1.452573e-01
4.400000000000000e+00	1.452573e-01
4.600000000000001e+00	1.452573e-01
4.800000000000001e+00	1.452573e-01
5.000000000000000e+00	1.452573e-01
5.200000000000000e+00	1.452573e-01
5.400000000000000e+00	1.452573e-01
5.600000000000001e+00	1.452573e-01
5.800000000000001e+00	1.452573e-01
6.000000000000000e+00	1.452573e-01
6.200000000000000e+00	1.452573e-01
6.400000000000000e+00	1.452573e-01
6.600000000000001e+00	1.452573e-01
6.800000000000001e+00	1.452573e-01
7.000000000000000e+00	1.452573e-01
7.200000000000000e+00	1.452573e-01
7.400000000000000e+00	1.452573e-01
7.600000000000001e+00	1.452573e-01
7.800000000000001e+00	1.452573e-01
8.000000000000000e+00	1.452573e-01
8.200000000000001e+00	1.452573e-01
8.400000000000000e+00	1.452573e-01
8.600000000000000e+00	1.452573e-01
8.800000000000001e+00	1.452573e-01
9.000000000000000e+00	1.452573e-01
9.200000000000001e+00	1.452573e-01
9.400000000000000e+00	1.452573e-01
9.600000000000001e+00	1.452573e-01
9.800000000000001e+00	1.452573e-01
1.000000000000000e+01	1.452573e-01
Step Information: V_GS=2.6  (Step: 14/41)
0.000000000000000e+00	-1.527339e-28
2.000000000000000e-01	3.775465e-02
4.000000000000000e-01	7.384861e-02
6.000000000000001e-01	1.078042e-01
8.000000000000000e-01	1.389231e-01
1.000000000000000e+00	1.661443e-01
1.200000000000000e+00	1.877459e-01
1.400000000000000e+00	2.006683e-01
1.600000000000000e+00	2.024019e-01
1.800000000000000e+00	2.022871e-01
2.000000000000000e+00	2.022855e-01
2.200000000000000e+00	2.022855e-01
2.400000000000000e+00	2.022855e-01
2.600000000000000e+00	2.022855e-01
2.800000000000000e+00	2.022855e-01
3.000000000000000e+00	2.022855e-01
3.200000000000000e+00	2.022855e-01
3.400000000000000e+00	2.022855e-01
3.600000000000000e+00	2.022855e-01
3.800000000000000e+00	2.022855e-01
4.000000000000000e+00	2.022855e-01
4.200000000000000e+00	2.022855e-01
4.400000000000000e+00	2.022855e-01
4.600000000000001e+00	2.022855e-01
4.800000000000001e+00	2.022855e-01
5.000000000000000e+00	2.022855e-01
5.200000000000000e+00	2.022855e-01
5.400000000000000e+00	2.022855e-01
5.600000000000001e+00	2.022855e-01
5.800000000000001e+00	2.022855e-01
6.000000000000000e+00	2.022855e-01
6.200000000000000e+00	2.022855e-01
6.400000000000000e+00	2.022855e-01
6.600000000000001e+00	2.022855e-01
6.800000000000001e+00	2.022855e-01
7.000000000000000e+00	2.022855e-01
7.200000000000000e+00	2.022855e-01
7.400000000000000e+00	2.022855e-01
7.600000000000001e+00	2.022855e-01
7.800000000000001e+00	2.022855e-01
8.000000000000000e+00	2.022855e-01
8.200000000000001e+00	2.022855e-01
8.400000000000000e+00	2.022855e-01
8.600000000000000e+00	2.022855e-01
8.800000000000001e+00	2.022855e-01
9.000000000000000e+00	2.022855e-01
9.200000000000001e+00	2.022855e-01
9.400000000000000e+00	2.022855e-01
9.600000000000001e+00	2.022855e-01
