V_GS,V_DS,I_DS
3.4,1.0,0.202639
3.4,1.2,0.2406709
3.4,1.4,0.2774937
3.4,1.6,0.3128524
3.4,1.8,0.346411
3.4,2.0,0.3777163
3.4,2.2,0.4061379
3.4,2.4,0.4307661
3.4,2.6,0.4502232
3.4,2.8,0.4622824
3.4,3.0,0.4646236
3.4,3.2,0.4645255
3.4,3.4,0.4645212
3.4,3.6,0.4645212
3.4,3.8,0.4645212
3.4,4.0,0.4645212
3.4,4.2,0.4645212
3.4,4.4,0.4645212
3.4,4.600000000000001,0.4645212
3.4,4.800000000000001,0.4645212
3.4,5.0,0.4645212
3.4,5.2,0.4645212
3.4,5.4,0.4645212
3.4,5.600000000000001,0.4645212
3.4,5.800000000000001,0.4645212
3.4,6.0,0.4645212
3.4,6.2,0.4645212
3.4,6.4,0.4645212
3.4,6.600000000000001,0.4645212
3.4,6.800000000000001,0.4645212
3.4,7.0,0.4645212
3.4,7.2,0.4645212
3.4,7.4,0.4645212
3.4,7.600000000000001,0.4645212
3.4,7.800000000000001,0.4645212
3.4,8.0,0.4645212
3.4,8.200000000000001,0.4645212
3.4,8.4,0.4645212
3.4,8.6,0.4645212
3.4,8.8,0.4645212
3.4,9.0,0.4645212
3.4,9.200000000000001,0.4645212
3.4,9.4,0.4645212
3.4,9.600000000000001,0.4645212
3.4,9.8,0.4645212
3.4,10.0,0.4645212
3.6,0.0,-1.527339e-28
3.6,0.2,0.04234753
3.6,0.4,0.08424821
3.6,0.6000000000000001,0.1256416
3.6,0.8,0.1664553
3.6,1.0,0.206602
3.6,1.2,0.2459755
3.6,1.4,0.2844451
3.6,1.6,0.3218478
3.6,1.8,0.3579771
3.6,2.0,0.3925672
3.6,2.2,0.4252685
3.6,2.4,0.4556104
3.6,2.6,0.4829401
3.6,2.8,0.506318
3.6,3.0,0.5243252
3.6,3.2,0.5346766
3.6,3.4,0.5360283
3.6,3.6,0.5359394
3.6,3.8,0.5359381
3.6,4.0,0.5359381
3.6,4.2,0.5359381
3.6,4.4,0.5359381
3.6,4.600000000000001,0.5359381
3.6,4.800000000000001,0.5359381
3.6,5.0,0.5359381
3.6,5.2,0.5359381
3.6,5.4,0.5359381
3.6,5.600000000000001,0.5359381
3.6,5.800000000000001,0.5359381
3.6,6.0,0.5359381
3.6,6.2,0.5359381
3.6,6.4,0.5359381
3.6,6.600000000000001,0.5359381
3.6,6.800000000000001,0.5359381
3.6,7.0,0.5359381
3.6,7.2,0.5359381
3.6,7.4,0.5359381
3.6,7.600000000000001,0.5359381
3.6,7.800000000000001,0.5359381
3.6,8.0,0.5359381
3.6,8.200000000000001,0.5359381
3.6,8.4,0.5359381
3.6,8.6,0.5359381
3.6,8.8,0.5359381
3.6,9.0,0.5359381
3.6,9.200000000000001,0.5359381
3.6,9.4,0.5359381
3.6,9.600000000000001,0.5359381
3.6,9.8,0.5359381
3.6,10.0,0.5359381
3.8,0.0,-1.527339e-28
3.8,0.2,0.04279631
3.8,0.4,0.08522066
3.8,0.6000000000000001,0.1272276
3.8,0.8,0.1687634
3.8,1.0,0.2097648
3.8,1.2,0.250156
3.8,1.4,0.2898462
3.8,1.6,0.3287249
3.8,1.8,0.366656
3.8,2.0,0.4034703
3.8,2.2,0.4389539
3.8,2.4,0.4728318
3.8,2.6,0.5047435
3.8,2.8,0.5342044
3.8,3.0,0.5605441
3.8,3.2,0.5828007
3.8,3.4,0.5995271
3.8,3.6,0.6084023
3.8,3.8,0.6091387
3.8,4.0,0.6090636
3.8,4.2,0.6090633
3.8,4.4,0.6090633
3.8,4.600000000000001,0.6090633
3.8,4.800000000000001,0.6090633
3.8,5.0,0.6090633
3.8,5.2,0.6090633
3.8,5.4,0.6090633
3.8,5.600000000000001,0.6090633
3.8,5.800000000000001,0.6090633
3.8,6.0,0.6090633
3.8,6.2,0.6090633
3.8,6.4,0.6090633
3.8,6.600000000000001,0.6090633
3.8,6.800000000000001,0.6090633
3.8,7.0,0.6090633
3.8,7.2,0.6090633
3.8,7.4,0.6090633
3.8,7.600000000000001,0.6090633
3.8,7.800000000000001,0.6090633
3.8,8.0,0.6090633
3.8,8.200000000000001,0.6090633
3.8,8.4,0.6090633
3.8,8.6,0.6090633
3.8,8.8,0.6090633
3.8,9.0,0.6090633
3.8,9.200000000000001,0.6090633
3.8,9.4,0.6090633
3.8,9.600000000000001,0.6090633
3.8,9.8,0.6090633
3.8,10.0,0.6090633
4.0,0.0,-1.527339e-28
4.0,0.2,0.04317462
4.0,0.4,0.08603481
4.0,0.6000000000000001,0.1285455
4.0,0.8,0.1706658
4.0,1.0,0.2123482
4.0,1.2,0.253537
4.0,1.4,0.2941664
4.0,1.6,0.3341579
4.0,1.8,0.3734172
4.0,2.0,0.4118301
4.0,2.2,0.4492561
4.0,2.4,0.4855207
4.0,2.6,0.5204038
4.0,2.8,0.5536228
4.0,3.0,0.5848083
4.0,3.2,0.613465
4.0,3.4,0.6389095
4.0,3.6,0.6601647
4.0,3.8,0.6757663
4.0,4.0,0.6833775
4.0,4.2,0.6837541
4.0,4.4,0.6836933
4.0,4.600000000000001,0.6836932
4.0,4.800000000000001,0.6836932
4.0,5.0,0.6836932
4.0,5.2,0.6836932
4.0,5.4,0.6836932
4.0,5.600000000000001,0.6836932
4.0,5.800000000000001,0.6836932
4.0,6.0,0.6836932
4.0,6.2,0.6836932
4.0,6.4,0.6836932
4.0,6.600000000000001,0.6836932
4.0,6.800000000000001,0.6836932
4.0,7.0,0.6836932
4.0,7.2,0.6836932
4.0,7.4,0.6836932
4.0,7.600000000000001,0.6836932
4.0,7.800000000000001,0.6836932
4.0,8.0,0.6836932
4.0,8.200000000000001,0.6836932
4.0,8.4,0.6836932
4.0,8.6,0.6836932
4.0,8.8,0.6836932
4.0,9.0,0.6836932
4.0,9.200000000000001,0.6836932
4.0,9.4,0.6836932
4.0,9.600000000000001,0.6836932
4.0,9.8,0.6836932
4.0,10.0,0.6836932
4.2,0.0,-1.527339e-28
4.2,0.2,0.04349788
4.2,0.4,0.08672646
4.2,0.6000000000000001,0.1296581
4.2,0.8,0.172261
4.2,1.0,0.2144986
4.2,1.2,0.2563286
4.2,1.4,0.2977019
4.2,1.6,0.3385609
4.2,1.8,0.3788374
4.2,2.0,0.4184507
4.2,2.2,0.4573036
4.2,2.4,0.4952784
4.2,2.6,0.532231
4.2,2.8,0.5679824
4.2,3.0,0.6023074
4.2,3.2,0.6349176
4.2,3.4,0.6654363
4.2,3.6,0.6933605
4.2,3.8,0.717998
4.2,4.0,0.7383626
4.2,4.2,0.7529828
4.2,4.4,0.7595232
4.2,4.600000000000001,0.75971
4.2,4.800000000000001,0.7596621
4.2,5.0,0.7596621
4.2,5.2,0.7596621
4.2,5.4,0.7596621
4.2,5.600000000000001,0.7596621
4.2,5.800000000000001,0.7596621
4.2,6.0,0.7596621
4.2,6.2,0.7596621
4.2,6.4,0.7596621
4.2,6.600000000000001,0.7596621
4.2,6.800000000000001,0.7596621
4.2,7.0,0.7596621
4.2,7.2,0.7596621
4.2,7.4,0.7596621
4.2,7.600000000000001,0.7596621
4.2,7.800000000000001,0.7596621
4.2,8.0,0.7596621
4.2,8.200000000000001,0.7596621
4.2,8.4,0.7596621
4.2,8.6,0.7596621
4.2,8.8,0.7596621
4.2,9.0,0.7596621
4.2,9.200000000000001,0.7596621
4.2,9.4,0.7596621
4.2,9.600000000000001,0.7596621
4.2,9.8,0.7596621
4.2,10.0,0.7596621
4.4,0.0,-1.527339e-28
4.4,0.2,0.04377729
4.4,0.4,0.08732133
4.4,0.6000000000000001,0.13061
4.4,0.8,0.1736179
4.4,1.0,0.2163166
4.4,1.2,0.258673
4.4,1.4,0.3006496
4.4,1.6,0.3422028
4.4,1.8,0.3832817
4.4,2.0,0.4238271
4.4,2.2,0.4637692
4.4,2.4,0.5030247
4.4,2.6,0.5414943
4.4,2.8,0.5790573
4.4,3.0,0.6155665
4.4,3.2,0.6508393
4.4,3.4,0.6846462
4.4,3.6,0.7166944
4.4,3.8,0.7466021
4.4,4.0,0.7738607
4.4,4.2,0.7977729
4.4,4.4,0.8173491
4.4,4.600000000000001,0.8311191
4.4,4.800000000000001,0.8367638
4.4,5.0,0.8368694
4.4,5.2,0.8368324
4.4,5.4,0.8368324
4.4,5.600000000000001,0.8368324
4.4,5.800000000000001,0.8368324
4.4,6.0,0.8368324
4.4,6.2,0.8368324
4.4,6.4,0.8368324
4.4,6.600000000000001,0.8368324
4.4,6.800000000000001,0.8368324
4.4,7.0,0.8368324
4.4,7.2,0.8368324
4.4,7.4,0.8368324
4.4,7.600000000000001,0.8368324
4.4,7.800000000000001,0.8368324
4.4,8.0,0.8368324
4.4,8.200000000000001,0.8368324
4.4,8.4,0.8368324
4.4,8.6,0.8368324
4.4,8.8,0.8368324
4.4,9.0,0.8368324
4.4,9.200000000000001,0.8368324
4.4,9.4,0.8368324
4.4,9.600000000000001,0.8368324
4.4,9.8,0.8368324
4.4,10.0,0.8368324
4.6,0.0,-1.527339e-28
4.6,0.2,0.0440212
4.6,0.4,0.08783843
4.6,0.6000000000000001,0.1314336
4.6,0.8,0.1747864
4.6,1.0,0.2178739
4.6,1.2,0.2606701
4.6,1.4,0.3031453
4.6,1.6,0.345266
4.6,1.8,0.3869931
4.6,2.0,0.428282
4.6,2.2,0.4690807
4.6,2.4,0.5093282
4.6,2.6,0.5489532
4.6,2.8,0.5878706
4.6,3.0,0.6259788
4.6,3.2,0.6631549
4.6,3.4,0.699249
4.6,3.6,0.7340757
4.6,3.8,0.7674024
4.6,4.0,0.7989326
4.6,4.2,0.8282812
4.6,4.4,0.8549365
4.6,4.600000000000001,0.8781994
4.6,4.800000000000001,0.8970811
4.6,5.0,0.9101207
4.6,5.2,0.9150349
4.6,5.4,0.9151172
4.6,5.600000000000001,0.9150887
4.6,5.800000000000001,0.9150887
4.6,6.0,0.9150887
4.6,6.2,0.9150887
4.6,6.4,0.9150887
4.6,6.600000000000001,0.9150887
4.6,6.800000000000001,0.9150887
4.6,7.0,0.9150887
4.6,7.2,0.9150887
4.6,7.4,0.9150887
4.6,7.600000000000001,0.9150887
4.6,7.800000000000001,0.9150887
4.6,8.0,0.9150887
4.6,8.200000000000001,0.9150887
4.6,8.4,0.9150887
4.6,8.6,0.9150887
4.6,8.8,0.9150887
4.6,9.0,0.9150887
4.6,9.200000000000001,0.9150887
4.6,9.4,0.9150887
4.6,9.600000000000001,0.9150887
4.6,9.8,0.9150887
4.6,10.0,0.9150887
4.8,0.0,-1.527339e-28
4.8,0.2,0.04423598
4.8,0.4,0.08829208
4.8,0.6000000000000001,0.1321534
4.8,0.8,0.1758033
4.8,1.0,0.219223
4.8,1.2,0.2623918
4.8,1.4,0.3052859
4.8,1.6,0.3478787
4.8,1.8,0.3901398
4.8,2.0,0.4320347
4.8,2.2,0.4735235
4.8,2.4,0.5145604
4.8,2.6,0.5550923
4.8,2.8,0.595057
4.8,3.0,0.6343815
4.8,3.2,0.6729792
4.8,3.4,0.7107469
4.8,3.6,0.7475598
4.8,3.8,0.7832657
4.8,4.0,0.817677
4.8,4.2,0.8505588
4.8,4.4,0.8816123
4.8,4.600000000000001,0.9104505
4.8,4.800000000000001,0.9365605
4.8,5.0,0.959244
4.8,5.2,0.9775177
4.8,5.4,0.9899361
4.8,5.600000000000001,0.9943403
4.8,5.800000000000001,0.994355
4.8,6.0,0.994333
4.8,6.2,0.994333
4.8,6.4,0.994333
4.8,6.600000000000001,0.994333
4.8,6.800000000000001,0.994333
4.8,7.0,0.994333
4.8,7.2,0.994333
4.8,7.4,0.994333
4.8,7.600000000000001,0.994333
4.8,7.800000000000001,0.994333
4.8,8.0,0.994333
4.8,8.200000000000001,0.994333
4.8,8.4,0.994333
4.8,8.6,0.994333
4.8,8.8,0.994333
4.8,9.0,0.994333
4.8,9.200000000000001,0.994333
4.8,9.4,0.994333
4.8,9.600000000000001,0.994333
4.8,9.8,0.994333
4.8,10.0,0.994333
5.0,0.0,-1.527339e-28
5.0,0.2,0.04442656
5.0,0.4,0.08869328
5.0,0.6000000000000001,0.1327877
5.0,0.8,0.1766961
5.0,1.0,0.2204031
5.0,1.2,0.2638915
5.0,1.4,0.3071422
5.0,1.6,0.3501338
5.0,1.8,0.3928421
5.0,2.0,0.4352397
5.0,2.2,0.4772956
5.0,2.4,0.5189744
5.0,2.6,0.5602356
5.0,2.8,0.6010322
5.0,3.0,0.6413102
5.0,3.2,0.6810062
5.0,3.4,0.7200461
5.0,3.6,0.758342
5.0,3.8,0.7957891
5.0,4.0,0.832261
5.0,4.2,0.8676041
5.0,4.4,0.901629
5.0,4.600000000000001,0.9340993
5.0,4.800000000000001,0.9647148
5.0,5.0,0.9930878
5.0,5.2,1.018706
5.0,5.4,1.040875
5.0,5.600000000000001,1.05862
5.0,5.800000000000001,1.070516
5.0,6.0,1.074557
5.0,6.2,1.074499
5.0,6.4,1.074481
5.0,6.600000000000001,1.074481
5.0,6.800000000000001,1.074481
5.0,7.0,1.074481
5.0,7.2,1.074481
5.0,7.4,1.074481
5.0,7.600000000000001,1.074481
5.0,7.800000000000001,1.074481
5.0,8.0,1.074481
5.0,8.200000000000001,1.074481
5.0,8.4,1.074481
5.0,8.6,1.074481
5.0,8.8,1.074481
5.0,9.0,1.074481
5.0,9.200000000000001,1.074481
5.0,9.4,1.074481
5.0,9.600000000000001,1.074481
5.0,9.8,1.074481
5.0,10.0,1.074481
5.2,0.0,-1.527339e-28
5.2,0.2,0.0445968
5.2,0.4,0.08905065
5.2,0.6000000000000001,0.1333511
5.2,0.8,0.1774865
5.2,1.0,0.221444
5.2,1.2,0.2652096
5.2,1.4,0.3087676
5.2,1.6,0.3521003
5.2,1.8,0.3951882
5.2,2.0,0.4380093
5.2,2.2,0.480539
5.2,2.4,0.5227492
5.2,2.6,0.5646085
5.2,2.8,0.6060806
5.2,3.0,0.6471242
5.2,3.2,0.6876917
5.2,3.4,0.7277281
5.2,3.6,0.7671691
5.2,3.8,0.8059396
5.2,4.0,0.8439504
5.2,4.2,0.8810956
5.2,4.4,0.9172479
5.2,4.600000000000001,0.9522522
5.2,4.800000000000001,0.985918
5.2,5.0,1.018008
5.2,5.2,1.048222
5.2,5.4,1.076172
5.2,5.600000000000001,1.101349
5.2,5.800000000000001,1.123063
5.2,6.0,1.140352
5.2,6.2,1.151815
5.2,6.4,1.155535
5.2,6.600000000000001,1.155475
5.2,6.800000000000001,1.15546
5.2,7.0,1.15546
5.2,7.2,1.15546
5.2,7.4,1.15546
5.2,7.600000000000001,1.15546
5.2,7.800000000000001,1.15546
5.2,8.0,1.15546
5.2,8.200000000000001,1.15546
5.2,8.4,1.15546
5.2,8.6,1.15546
5.2,8.8,1.15546
5.2,9.0,1.15546
5.2,9.200000000000001,1.15546
5.2,9.4,1.15546
5.2,9.600000000000001,1.15546
5.2,9.8,1.15546
5.2,10.0,1.15546
5.4,0.0,-1.527339e-28
5.4,0.2,0.0447498
5.4,0.4,0.08937099
5.4,0.6000000000000001,0.1338546
5.4,0.8,0.178191
5.4,1.0,0.2223692
5.4,1.2,0.2663774
5.4,1.4,0.3102026
5.4,1.6,0.3538302
5.4,1.8,0.3972443
5.4,2.0,0.4404268
5.4,2.2,0.4833578
5.4,2.4,0.5260149
5.4,2.6,0.568373
5.4,2.8,0.6104035
5.4,3.0,0.6520743
5.4,3.2,0.6933486
5.4,3.4,0.7341845
5.4,3.6,0.7745337
5.4,3.8,0.8143402
5.4,4.0,0.8535393
5.4,4.2,0.8920546
5.4,4.4,0.9297965
5.4,4.600000000000001,0.9666578
5.4,4.800000000000001,1.00251
5.4,5.0,1.037199
5.4,5.2,1.070531
5.4,5.4,1.10227
5.4,5.600000000000001,1.132116
5.4,5.800000000000001,1.159683
5.4,6.0,1.184465
5.4,6.2,1.205779
5.4,6.4,1.222678
5.4,6.600000000000001,1.23379
5.4,6.800000000000001,1.23728
5.4,7.0,1.23722
5.4,7.2,1.237207
5.4,7.4,1.237207
5.4,7.600000000000001,1.237207
5.4,7.800000000000001,1.237207
5.4,8.0,1.237207
5.4,8.200000000000001,1.237207
5.4,8.4,1.237207
5.4,8.6,1.237207
5.4,8.8,1.237207
5.4,9.0,1.237207
5.4,9.200000000000001,1.237207
5.4,9.4,1.237207
5.4,9.600000000000001,1.237207
5.4,9.8,1.237207
5.4,10.0,1.237207
5.6,0.0,-1.527339e-28
5.6,0.2,0.04488806
5.6,0.4,0.08965978
5.6,0.6000000000000001,0.1343075
5.6,0.8,0.1788229
5.6,1.0,0.2231968
5.6,1.2,0.2674191
5.6,1.4,0.3114789
5.6,1.6,0.3553641
5.6,1.8,0.3990612
5.6,2.0,0.4425555
5.6,2.2,0.4858306
5.6,2.4,0.5288684
5.6,2.6,0.5716482
5.6,2.8,0.6141476
5.6,3.0,0.6563407
5.6,3.2,0.6981988
5.6,3.4,0.739689
5.6,3.6,0.7807742
5.6,3.8,0.8214117
5.6,4.0,0.8615528
5.6,4.2,0.9011409
5.6,4.4,0.9401103
5.6,4.600000000000001,0.9783843
5.6,4.800000000000001,1.015872
5.6,5.0,1.052467
5.6,5.2,1.088039
5.6,5.4,1.122432
5.6,5.600000000000001,1.155456
5.6,5.800000000000001,1.186872
5.6,6.0,1.216382
5.6,6.2,1.243602
5.6,6.4,1.268031
5.6,6.600000000000001,1.288996
5.6,6.800000000000001,1.305565
5.6,7.0,1.316399
5.6,7.2,1.319736
5.6,7.4,1.319678
5.6,7.600000000000001,1.319666
5.6,7.800000000000001,1.319666
5.6,8.0,1.319666
5.6,8.200000000000001,1.319666
5.6,8.4,1.319666
5.6,8.6,1.319666
5.6,8.8,1.319666
5.6,9.0,1.319666
5.6,9.200000000000001,1.319666
5.6,9.4,1.319666
5.6,9.600000000000001,1.319666
5.6,9.8,1.319666
5.6,10.0,1.319666
5.8,0.0,-4.960243e-38
5.8,0.2,0.0450136
5.8,0.4,0.08992147
5.8,0.6000000000000001,0.134717
5.8,0.8,0.179393
5.8,1.0,0.2239416
5.8,1.2,0.2683542
5.8,1.4,0.3126215
5.8,1.6,0.3567334
5.8,1.8,0.4006784
5.8,2.0,0.4444444
5.8,2.2,0.4880177
5.8,2.4,0.5313832
5.8,2.6,0.5745243
5.8,2.8,0.6174223
5.8,3.0,0.6600567
5.8,3.2,0.7024043
5.8,3.4,0.7444389
5.8,3.6,0.7861315
5.8,3.8,0.8274487
5.8,4.0,0.868353
5.8,4.2,0.9088013
5.8,4.4,0.9487441
5.8,4.600000000000001,0.9881244
5.8,4.800000000000001,1.026876
5.8,5.0,1.064922
5.8,5.2,1.102171
5.8,5.4,1.138514
5.8,5.600000000000001,1.173824
5.8,5.800000000000001,1.207943
5.8,6.0,1.24068
5.8,6.2,1.271799
5.8,6.4,1.301003
5.8,6.600000000000001,1.327911
5.8,6.800000000000001,1.352027
5.8,7.0,1.372689
5.8,7.2,1.388984
5.8,7.4,1.399606
5.8,7.600000000000001,1.402855
5.8,7.800000000000001,1.402798
5.8,8.0,1.402786
5.8,8.200000000000001,1.402786
5.8,8.4,1.402786
5.8,8.6,1.402786
5.8,8.8,1.402786
5.8,9.0,1.402786
5.8,9.200000000000001,1.402786
5.8,9.4,1.402786
5.8,9.600000000000001,1.402786
5.8,9.8,1.402786
5.8,10.0,1.402786
6.0,0.0,-4.960243e-38
6.0,0.2,0.0451281
6.0,0.4,0.09015969
6.0,0.6000000000000001,0.135089
6.0,0.8,0.1799098
6.0,1.0,0.2246154
6.0,1.2,0.2691982
6.0,1.4,0.3136504
6.0,1.6,0.3579633
6.0,1.8,0.4021273
6.0,2.0,0.4461319
6.0,2.2,0.4899659
6.0,2.4,0.5336165
6.0,2.6,0.57707
6.0,2.8,0.6203111
6.0,3.0,0.6633227
6.0,3.2,0.7060862
6.0,3.4,0.7485803
6.0,3.6,0.7907819
6.0,3.8,0.8326644
6.0,4.0,0.8741982
6.0,4.2,0.9153498
6.0,4.4,0.956081
6.0,4.600000000000001,0.9963486
6.0,4.800000000000001,1.036103
6.0,5.0,1.075285
6.0,5.2,1.113831
6.0,5.4,1.151661
6.0,5.600000000000001,1.188684
6.0,5.800000000000001,1.224792
6.0,6.0,1.259856
6.0,6.2,1.29372
6.0,6.4,1.326192
6.0,6.600000000000001,1.357039
6.0,6.800000000000001,1.385964
6.0,7.0,1.412591
6.0,7.2,1.436432
6.0,7.4,1.456834
6.0,7.600000000000001,1.472905
6.0,7.800000000000001,1.483373
6.0,8.0,1.486593
6.0,8.200000000000001,1.486537
6.0,8.4,1.486526
6.0,8.6,1.486526
6.0,8.8,1.486526
6.0,9.0,1.486526
6.0,9.200000000000001,1.486526
6.0,9.4,1.486526
6.0,9.600000000000001,1.486526
6.0,9.8,1.486526
6.0,10.0,1.486526
6.2,0.0,-0.0
6.2,0.2,0.04523296
6.2,0.4,0.09037748
6.2,0.6000000000000001,0.1354285
6.2,0.8,0.1803806
6.2,1.0,0.2252278
6.2,1.2,0.2699639
6.2,1.4,0.3145818
6.2,1.6,0.3590742
6.2,1.8,0.4034328
6.2,2.0,0.4476488
6.2,2.2,0.4917125
6.2,2.4,0.5356132
6.2,2.6,0.5793395
6.2,2.8,0.6228785
6.2,3.0,0.6662161
6.2,3.2,0.7093369
6.2,3.4,0.7522237
6.2,3.6,0.7948573
6.2,3.8,0.8372166
6.2,4.0,0.8792776
6.2,4.2,0.9210139
6.2,4.4,0.9623955
6.2,4.600000000000001,1.003388
6.2,4.800000000000001,1.043954
6.2,5.0,1.084049
6.2,5.2,1.123624
6.2,5.4,1.162619
6.2,5.600000000000001,1.200969
6.2,5.800000000000001,1.238595
6.2,6.0,1.275406
6.2,6.2,1.311293
6.2,6.4,1.346128
6.2,6.600000000000001,1.379754
6.2,6.800000000000001,1.411982
6.2,7.0,1.442579
6.2,7.2,1.471251
6.2,7.4,1.497627
6.2,7.600000000000001,1.521226
6.2,7.800000000000001,1.541408
6.2,8.0,1.5573
6.2,8.200000000000001,1.567668
6.2,8.4,1.570909
6.2,8.6,1.570856
6.2,8.8,1.570844
6.2,9.0,1.570844
6.2,9.200000000000001,1.570844
6.2,9.4,1.570844
6.2,9.600000000000001,1.570844
6.2,9.8,1.570844
6.2,10.0,1.570844
6.4,0.0,-0.0
6.4,0.2,0.04532935
6.4,0.4,0.09057735
6.4,0.6000000000000001,0.1357395
6.4,0.8,0.1808112
6.4,1.0,0.2257871
6.4,1.2,0.2706617
6.4,1.4,0.315429
6.4,1.6,0.3600825
6.4,1.8,0.4046153
6.4,2.0,0.4490196
6.4,2.2,0.4932872
6.4,2.4,0.5374091
6.4,2.6,0.5813755
6.4,2.8,0.6251756
6.4,3.0,0.6687976
6.4,3.2,0.7122285
6.4,3.4,0.7554541
6.4,3.6,0.7984588
6.4,3.8,0.8412249
6.4,4.0,0.8837334
6.4,4.2,0.9259626
6.4,4.4,0.9678887
6.4,4.600000000000001,1.009485
6.4,4.800000000000001,1.05072
6.4,5.0,1.091561
6.4,5.2,1.131969
6.4,5.4,1.1719
6.4,5.600000000000001,1.211303
6.4,5.800000000000001,1.25012
6.4,6.0,1.288284
6.4,6.2,1.325718
6.4,6.4,1.362329
6.4,6.600000000000001,1.398009
6.4,6.800000000000001,1.43263
6.4,7.0,1.466036
6.4,7.2,1.498039
6.4,7.4,1.528407
6.4,7.600000000000001,1.556851
6.4,7.800000000000001,1.583004
6.4,8.0,1.606392
6.4,8.200000000000001,1.626389
6.4,8.4,1.642144
6.4,8.6,1.65246
6.4,8.8,1.65577
6.4,9.0,1.655719
6.4,9.200000000000001,1.655706
6.4,9.4,1.655706
6.4,9.600000000000001,1.655706
6.4,9.8,1.655706
6.4,10.0,1.655706
6.6,0.0,-0.0
6.6,0.2,0.04541826
6.6,0.4,0.09076143
6.6,0.6000000000000001,0.1360256
6.6,0.8,0.1812065
6.6,1.0,0.2262997
6.6,1.2,0.2713002
6.6,1.4,0.3162028
6.6,1.6,0.3610018
6.6,1.8,0.4056913
6.6,2.0,0.4502645
6.6,2.2,0.4947144
6.6,2.4,0.5390331
6.6,2.6,0.5832124
6.6,2.8,0.627243
6.6,3.0,0.671115
6.6,3.2,0.7148174
6.6,3.4,0.7583383
6.6,3.6,0.8016647
6.6,3.8,0.844782
6.6,4.0,0.8876744
6.6,4.2,0.9303243
6.6,4.4,0.9727121
6.6,4.600000000000001,1.014816
6.6,4.800000000000001,1.056612
6.6,5.0,1.098073
6.6,5.2,1.139169
6.6,5.4,1.179865
6.6,5.600000000000001,1.220122
6.6,5.800000000000001,1.259895
6.6,6.0,1.299135
6.6,6.2,1.337783
6.6,6.4,1.375773
6.6,6.600000000000001,1.413024
6.6,6.800000000000001,1.449447
6.6,7.0,1.484934
6.6,7.2,1.519355
6.6,7.4,1.552557
6.6,7.600000000000001,1.584352
6.6,7.800000000000001,1.614512
6.6,8.0,1.64275
6.6,8.200000000000001,1.668705
6.6,8.4,1.691912
6.6,8.6,1.711758
6.6,8.8,1.727413
6.6,9.0,1.737718
6.6,9.200000000000001,1.741142
6.6,9.4,1.741094
6.6,9.600000000000001,1.741081
6.6,9.8,1.741081
6.6,10.0,1.741081
6.8,0.0,-0.0
6.8,0.2,0.04550051
6.8,0.4,0.09093151
6.8,0.6000000000000001,0.1362895
6.8,0.8,0.1815708
6.8,1.0,0.2267712
6.8,1.2,0.2718866
6.8,1.4,0.3169124
6.8,1.6,0.3618435
6.8,1.8,0.4066747
6.8,2.0,0.4514002
6.8,2.2,0.4960138
6.8,2.4,0.5405089
6.8,2.6,0.5848781
6.8,2.8,0.6291136
6.8,3.0,0.673207
6.8,3.2,0.717149
6.8,3.4,0.7609293
6.8,3.6,0.8045371
6.8,3.8,0.8479602
6.8,4.0,0.8911853
6.8,4.2,0.9341979
6.8,4.4,0.9769819
6.8,4.600000000000001,1.019519
6.8,4.800000000000001,1.061791
6.8,5.0,1.103775
6.8,5.2,1.145446
6.8,5.4,1.186778
6.8,5.600000000000001,1.227739
6.8,5.800000000000001,1.268295
6.8,6.0,1.308408
6.8,6.2,1.348032
6.8,6.4,1.387117
6.8,6.600000000000001,1.425605
6.8,6.800000000000001,1.463428
6.8,7.0,1.500509
6.8,7.2,1.536755
6.8,7.4,1.57206
6.8,7.600000000000001,1.606295
6.8,7.800000000000001,1.639308
6.8,8.0,1.670913
6.8,8.200000000000001,1.700884
6.8,8.4,1.728937
6.8,8.6,1.754718
6.8,8.8,1.77777
6.8,9.0,1.797494
6.8,9.200000000000001,1.813084
6.8,9.4,1.823417
6.8,9.600000000000001,1.826984
6.8,9.8,1.826953
6.8,10.0,1.826938
7.0,0.0,-0.0
7.0,0.2,0.04557684
7.0,0.4,0.09108914
7.0,0.6000000000000001,0.1365338
7.0,0.8,0.1819074
7.0,1.0,0.2272065
7.0,1.2,0.2724273
7.0,1.4,0.3175655
7.0,1.6,0.362617
7.0,1.8,0.4075769
7.0,2.0,0.4524404
7.0,2.2,0.4972019
7.0,2.4,0.5418557
7.0,2.6,0.5863954
7.0,2.8,0.6308144
7.0,3.0,0.6751052
7.0,3.2,0.7192599
7.0,3.4,0.7632698
7.0,3.6,0.8071257
7.0,3.8,0.8508172
7.0,4.0,0.8943332
7.0,4.2,0.9376615
7.0,4.4,0.9807886
7.0,4.600000000000001,1.0237
7.0,4.800000000000001,1.066379
7.0,5.0,1.108809
7.0,5.2,1.150968
7.0,5.4,1.192836
7.0,5.600000000000001,1.234387
7.0,5.800000000000001,1.275594
7.0,6.0,1.316427
7.0,6.2,1.35685
7.0,6.4,1.396825
7.0,6.600000000000001,1.436307
7.0,6.800000000000001,1.475245
7.0,7.0,1.51358
7.0,7.2,1.551246
7.0,7.4,1.588165
7.0,7.600000000000001,1.624245
7.0,7.800000000000001,1.65938
7.0,8.0,1.693443
7.0,8.200000000000001,1.726282
7.0,8.4,1.757712
